User ID,Gender,Age,Occupation,ZIP-code,2,56,247,260,653,673,810,885,1009,1073,1097,1126,1525,1654,1702,1750,1881,1920,1967,2017,2021,2043,2086,2087,2093,2100,2105,2138,2143,2174,2193,2253,2399,2628,2797,2872,2968,3393,3438,3439,3440,3466,3479,3489,3877,3889
10,F,35,1,953,5,0,0,5,4,0,0,0,5,5,5,0,0,5,0,0,0,0,5,0,4,5,0,5,4,5,5,3,0,5,5,0,4,3,5,4,4,0,3,2,0,5,0,4,0,0
13,M,45,1,933,3,0,0,5,0,0,0,0,2,3,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,4,0,0,0
17,M,50,1,953,0,0,5,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,F,18,3,958,2,0,0,5,3,0,0,0,0,4,5,1,0,4,4,0,0,0,5,0,4,0,0,4,3,4,4,0,5,0,5,1,0,4,4,5,0,0,2,1,1,0,5,4,1,1
19,M,1,10,480,0,0,0,3,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3
22,M,18,15,537,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,4,0,4,4,0,0,2,3,0,0,0,2,0,0,0,0,0,0,0
23,M,35,0,900,2,0,0,5,0,0,0,0,2,5,4,0,0,0,0,0,0,0,2,0,2,0,0,0,0,4,2,0,0,4,2,2,0,4,4,3,4,0,0,0,0,0,3,2,1,0
24,F,25,7,100,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0
26,M,25,7,231,0,0,0,3,0,2,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,2,3,0,0,0,0,0,0,0,0,3,0,0
27,M,25,11,191,1,0,0,5,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
33,M,45,3,554,0,0,0,5,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
36,M,25,3,941,0,0,4,5,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0
40,M,45,0,105,5,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
42,M,25,8,245,0,0,0,5,3,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,5,0,4,4,4,0,0,5,3,3,3,0,0,0,0,0,4,0,0,0
44,M,45,17,980,4,0,0,5,0,0,0,0,0,4,5,0,0,0,0,0,0,0,5,2,2,3,0,0,0,0,4,0,0,4,5,4,4,4,4,2,2,0,0,0,0,3,0,3,0,0
48,M,25,4,921,3,0,0,5,3,2,0,0,3,3,4,0,0,0,2,0,0,2,0,0,3,0,0,5,3,3,4,0,0,3,3,0,2,5,4,0,3,0,3,2,0,0,3,3,1,0
53,M,25,0,969,5,0,5,5,3,0,0,0,4,5,3,2,0,0,0,0,0,3,5,1,5,3,0,5,3,5,5,5,5,5,5,5,0,4,5,5,5,4,3,0,0,0,5,3,1,0
58,M,25,2,303,0,0,0,5,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,5,4,0,0,4,0,5,5,0,3,0,0,0,0,0,0,0
62,F,35,3,981,4,0,0,4,3,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
73,M,18,4,537,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,4,0,3,3,0,0,0,0,5,5,3,0,0,0,0,4
75,F,1,10,17,4,0,0,0,0,5,0,4,0,5,4,0,0,5,5,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0
83,F,25,2,946,3,0,4,5,3,3,0,0,0,4,5,0,0,2,3,0,0,0,5,0,3,0,0,0,2,3,5,5,5,4,5,0,0,5,5,4,4,0,0,0,0,0,5,2,1,0
92,F,18,4,442,2,0,0,0,2,2,1,0,3,4,4,0,0,0,2,1,2,1,5,4,0,4,0,3,4,2,0,0,2,4,0,0,0,0,5,0,0,0,4,0,0,4,0,3,0,0
93,M,25,17,958,0,0,4,4,4,3,0,0,0,1,3,0,0,0,3,0,0,0,5,0,5,0,0,0,0,4,5,0,4,4,5,0,0,3,5,5,0,0,0,1,1,0,4,0,1,2
101,F,18,3,333,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,5,0,5,0,0,0,0,0
109,M,45,15,920,4,0,0,4,0,0,0,0,0,4,4,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,F,25,2,837,4,0,0,4,0,0,0,0,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,M,25,17,557,0,0,0,5,0,0,0,0,0,5,4,0,0,0,0,0,0,0,4,0,5,0,0,0,0,3,4,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0
117,M,25,17,333,0,0,0,5,0,1,0,0,4,4,2,0,0,0,0,0,0,3,4,0,5,4,0,3,0,1,4,4,4,4,4,0,0,4,1,5,5,0,4,0,3,0,4,3,3,0
118,M,35,17,223,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,2,0,0,5,3,3,0,0,0,0,0,0,3,0,0,0
119,F,1,10,775,5,0,0,0,0,0,0,0,0,2,3,0,0,0,3,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
123,M,35,9,672,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0
127,F,45,3,17,3,0,3,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
131,M,18,4,65,0,0,4,3,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
136,M,18,2,212,1,0,0,3,0,0,0,0,5,3,4,0,0,1,0,0,0,0,5,0,0,0,0,1,5,2,4,4,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
139,F,25,20,454,0,0,0,5,0,0,0,0,0,5,3,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,3,5,5,4,5,0,0,4,0,5,5,0,0,0,0,0,0,0,0,0
146,F,35,20,109,3,0,0,4,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,5,1,0,0,1,2,1,0,0,0,0,0,0,3,0,0,0
147,M,18,4,913,4,0,0,5,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,4,4,0,0,0,2,0,0,0,0,0,0,0
148,M,50,17,577,5,0,0,5,3,5,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,5,3,4,3,4,0,0,5,5,0,5,3,4,2,5,0,4,3,4,0,3,0,3,2
149,M,25,1,292,3,0,4,5,4,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,4,0,0,0,2,0,0,0,0,0,0,0
150,M,35,7,981,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
151,F,25,20,850,0,0,3,5,2,0,0,0,0,3,5,2,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,3,4,0,0,4,4,4,3,0,0,0,0,0,4,1,0,0
157,M,35,16,128,3,0,0,4,0,2,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,2,0,0,0,2,0,0,2,0,0,4,0,0,0,0,0,3,0,0,0
163,M,18,4,850,3,0,0,2,2,2,0,0,0,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,1,1,0,0,2,0,1
166,M,18,4,928,0,0,4,5,0,0,0,0,0,5,4,0,0,0,0,0,0,0,3,0,5,0,0,0,4,5,0,0,0,5,0,0,0,3,4,0,0,0,0,0,0,0,0,2,0,0
169,M,25,7,554,0,0,0,5,0,4,0,0,0,4,4,0,0,0,0,0,0,0,0,0,2,0,0,4,0,3,0,0,0,2,0,0,2,5,5,4,4,0,2,0,0,0,3,0,0,0
173,M,25,0,452,0,0,4,5,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0
175,F,25,2,951,0,0,0,5,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0
178,M,56,17,537,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,0,3,2,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
181,M,18,17,331,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,4,0,0,4,4,5,0,0,0,0,0,0,0,0,0,0
192,M,18,1,109,0,0,0,4,0,1,0,0,0,3,5,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,2,3,0,0,0,1,0,1,0,0,2,0,0
195,M,25,12,104,3,0,5,5,5,3,2,0,0,0,5,0,0,0,2,0,0,4,4,0,5,0,0,0,0,0,3,0,5,3,4,4,0,3,4,5,5,0,3,0,0,0,0,3,2,2
198,M,25,12,551,3,0,0,5,0,0,0,0,4,5,4,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,3,0,0,4,5,0,0,5,3,0,0,0,1,0,0,0,0,2,1,0
